,hotel_id,hotel_name,hotel_description,address,point_of_interest,city,state,country,latitude,longitude,property_type,hotel_star_rating,site_review_rating,hotel_facilities,room_facilities
1014,H001015,Inn Of The Dove,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,2225 Kohn Rd,"['Lakshman Jhula', 'Triveni Ghat', 'Kailas Ashram', 'Tapovan']",Harrisburg,PA,US,40.3,-76.9,Hotel,3,3.9,"('Front Desk', 'Internet Access - Surcharge', 'Lift / Elevator', 'Parking Facility', 'Power Backup', 'Swimming Pool', 'Wake-up Call / Service')","('Air Conditioning', 'Attached Bathroom', 'Balcony', 'Bathroom Amenities', 'Hill View from all Rooms', 'Mirror', 'Television', 'Wardrobe')"
1015,H001016,Hampton Inn Olive Branch,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check Out time for Room is 12.00 pm. Rooms Not allowed for single/individual. At least single Identity proof required at the time of Check-in.,6830 Crumpler Blvd,"['Shirdi Bus Depot', 'Shirdi Sai Sansthan', 'Dixit Wada Museum', 'Gurusthan', 'Khandoba Temple', 'Chavadi', 'Police station', 'Samadhi Mandir', 'Water Park', 'Pimpalwadi Road']",Olive Branch,MS,US,35.0,-89.9,Hotel,0,2.0,"('Doctor on Call', 'Locker Facility', 'Power Backup', 'Taxi Services')","('Attached Bathroom', 'Balcony', 'Bathroom Amenities', 'Breakfast Available', 'Ceiling Fan', 'HD / LCD Satellite TV', 'Mirror', 'Soundproof Windows', 'Television')"
1016,H001017,Best Western Orlando East Inn & Suites,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The hotel reserves the right to admission. Local I.D.'s are not acceptable. Unmarried Couples are not allowed. Pan Card is not considered a Valid I.D. Proof. All Guests has to present Valid I.D. proof at Check-In.,8750 E Colonial Dr,"['Indore Junction', 'Devi Ahilyabai Holkar Airport', 'Nehru Stadium', 'Sukh Niwas Palace', 'Tukoganj', 'Sarwate Bus Stand', 'Indore Museum', 'Krishnapura Chhatris Tomb', 'Rajwada Palace']",Orlando,FL,US,28.6,-81.3,Hotel,2,3.5,"('Baggage Room', 'Bar / Lounge ', 'Board Room', 'CCTV', 'Car Rental', 'Conference Facility', 'Doctor on Call', 'Express Laundry', 'Fax Machine', 'Front Desk', 'Full Time Operation for All 7 Days', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Medical Assistance Available', 'Parking Facility', 'Power Backup', 'RO Water Purification System', 'Restaurant', 'Wake-up Call / Service')","('Alarm Clock', 'Bathroom Amenities', 'Ceiling Fan', 'Dustbins', 'Mirror', 'Newspapers', 'Sanitary Bin', 'Tea Coffee Kettle / Maker', 'Television', 'Wardrobe', 'Safe')"
1017,H001018,Salt Creek Lodge,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. Any supplements need to be paid directly at the hotel. 2. All guests requested to carry Valid ID proof for Check Inn. 3. Couple Guests with Local ID's are not allowed to check inn. 4. Cancellation and prepayment policies vary according to room type. 5. All children under 5 years stay free of charge when using existing beds.  Within 48 hours 1 night retention, Up to 48 hours full refund, In case of No show 100% retention.",2702 N Central Ave,"['Gurudwara Sisganj Sahib', 'Central Baptist Church', 'Govind Ballabh Pant institute of Postgraduate Medical Education &amp;Resarch', 'Oberoi Maidens Hotel', 'General Post Office', 'Ambedkar University Delhi', 'Sant Parmanand Hospital', 'Red Fort', 'Indira Gandhi Delhi Technical University for Women', 'Karnail Singh Stadium', 'Spark Mall', 'West Delhi', 'Tis Hazari Court', 'New Delhi Railway Station', 'Fatehpuri Masjid', 'Darya Ganj Post Office', 'Kashmere Gate ISBT', 'Patiala House Court', 'Karol Bagh Area', 'Old Delhi Railway Station', 'University of Delhi', 'Jama Masjid', 'Ajmeri Gate', 'Barakhambha Road Metro Station', 'Ramakrishna Ashram Marg', 'Metro Rajiv Chowk', 'Karol Bagh Metro Station', 'Connaught Place', 'Chandni Chowk', 'Jantar Mantar', 'Raj Ghat', 'Govind Ballabh Pant institute of Postgraduate Medical Education &Resarch', 'Shivaji Stadium', 'Delhi Heart and Lung Institute', 'Lok Nayak Jai Prakash Narayan Hospital', 'Shivaji Hockey Stadium', 'Dr Ambedkar Stadium', 'Firoz Shah Kotla Cricket Stadium', 'Ambedkar Stadium', 'Hanuman Temple', 'Gaffar Market', 'Janpath Market', 'Sarai Rohilla Station', 'Palika Bazaar']",Idabel,OK,US,33.9,-94.8,Hotel,2,2.0,"('Currency Exchange', 'Doctor on Call', 'Front Desk', 'Laundry Service Available', 'Medical Assistance Available', 'Parking Facility')","('Bathroom Amenities', 'Ensuite / Private Bathroom', 'Hot / Cold Running Water', 'Newspapers', 'Telephone', 'Television')"
1018,H001019,Fairfield Inn Suites By Marriott Traverse City,"The standard check-in time is 08:00 AM and the standard check-out time is 07:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory supplement on Christmas, New Years eve and other festive periods. Any such supplements need to be paid at the hotel. As per the govt. guidelines valid govt. issued id proofs are required to be presented at the Time of C/in.",3701 N Country Ln,"['Sea Beach Area', 'Puri Railway Station', 'Konark Beach', 'Shri Jagannath Temple']",Traverse City,MI,US,44.7,-85.7,Hotel,2,3.5,"('Conference Facility', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Gardens', 'Laundry Service Available', 'Lobby', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup', 'Wedding Services Facility')","('Alarm Clock', 'Bathroom Amenities', 'Hot / Cold Running Water', 'Housekeeping', 'Mirror', 'Newspapers', 'Television', 'Iron / Ironing board')"
1019,H001020,Riverside Inn Racine,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,3700 Northwestern Ave,"['Kodaikanal Bus Stand', 'Bear Shola Falls', 'St Xaviers Church', 'Bliss Villa Street', 'St Marys Church', 'Shenbaganur Bus Stop', 'Srinivasapuram Bus Stop', 'Moonjikkal Bus Stop', 'Lake Bus Stop', 'St Peters Church', 'Kadaikanal Golf Course', 'Van Allen Hospital']",Racine,WI,US,42.8,-87.8,Hotel,0,4.5,"('Baggage Room', 'Family Room', 'Front Desk', 'Restaurant')","('Bathroom Amenities', 'Ceiling Fan', 'Television')"
1020,H001021,Fairfield Inn,The standard check-in time is 12:00 PM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,119 Angelina Way,"['Parola Fort', 'Mahatma Gandhi Garden', 'Mehrun Park', 'Padmalaya - Shree Ganapati Peeth', 'Jai Nagar']",Avon,IN,US,39.8,-86.4,Hotel,3,4.3,"('Pick Up and Drop (Rly Station, Bus Stand, Temple)',)","('Alarm Clock', 'Bathroom Amenities', 'Desk', 'Dustbins', 'Housekeeping', 'Mirror', 'Newspapers', 'Sanitary Bin', 'Slippers', 'Telephone', 'Television', 'Toiletries')"
1021,H001022,Sequoia Inn,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ID Proof of Customers requires during Check-in. Booking is non-Transferable.,526 El Camino Real,"['Agrasen Colony, Raigarh,']",Redwood City,CA,US,37.5,-122.2,Hotel,0,5.0,"('Car Rental', 'Courier Service', 'Front Desk', 'Full Time Operation for All 7 Days', 'Laundry Service Available', 'Medical Assistance Available', 'Parking Facility', 'Power Backup', 'Vegetarian Food / Jain Food Available')","('Bathroom Amenities', 'Breakfast Available', 'Ceiling Fan', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Hot / Cold Running Water', 'Housekeeping', 'Newspapers', 'Video/ DVD/ CD Player Available')"
1022,H001023,Best Western Cityplace Inn,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Unmarried Couples Not Allowed.,4150 N Central Expy,"['Suraj Water Park', 'Bhiwandi', 'Ganeshpuri', 'Kashi-Mira', 'Yeoor Hills', 'Thane West']",Dallas,TX,US,32.8,-96.8,Hotel,2,4.0,"('Air / Rail Booking', 'Banquet Facilities', 'Bar / Lounge ', 'Car Rental', 'Concierge', 'Doctor on Call', 'Front Desk', 'Guide / Sightseeing Service', 'Laundry Service Available', 'Local Tour / Travel Desk', 'Major Credit Cards Accepted', 'Multi Cuisine Restaurant', 'Multi Lingual Staff', 'Open Air Restaurant / Dining', 'Parking Facility', 'Power Backup')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Extra Bed, Towels, Linens, Bedding (on request)', 'HD / LCD Satellite TV', 'Hot / Cold Running Water', 'Housekeeping', 'Mirror', 'Newspapers', 'Shower', 'Telephone', 'Television', 'Toiletries')"
1023,H001024,Holiday Inn San Diego-Bayside,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly check inn and check out timings are 12 noon. guest has to show valid id proofs at the time of check inn.,4875 N Harbor Dr,"['Civil Lines', 'Lakshmi Bai Temple', 'Jhansi Fort', 'Rani Mahal']",San Diego,CA,US,32.7,-117.2,Hotel,1,4.0,"(' Drivers Rest Room', 'Air-Conditioning - Central', 'Baggage Room', 'Banquet Facilities', 'Board Room', 'CCTV', 'Catering', 'Conference Facility', 'Doctor on Call', 'Extra Person / Child - Share the same room', 'Fitness Equipment', 'Front Desk', 'Gardens', 'Health Club / Gym Facility Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Multi Cuisine Restaurant', 'Parking Facility', 'Party hall', 'Power Backup', 'Restaurant', 'Self Check - In', 'Separate Sitting Area', 'Taxi Services', 'Wake-up Call / Service', 'Wedding Services Facility')","('Air Conditioning', 'Attached Bathroom', 'Bathroom Amenities', 'Coffee Table', 'Desk', 'Dressing Area', 'Extra Bed, Towels, Linens, Bedding (on request)', 'Hot / Cold Running Water', 'Housekeeping', 'Luggage Rack', 'Mini Refrigerator', 'Mirror', 'Newspapers', 'No Smoking Room', 'Premium Amenities / Toiletries', 'Shower', 'Sofa Table / Extra Seats', 'Soundproof Windows', 'Telephone', 'Television', 'Toiletries', 'Wardrobe')"
1024,H001025,Pavilion Inn,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly **** Compulsory Supplement charges to be paid **** 1.Mandatory Christmas Celebration Charges on 24th Dec to be paid at the hotel directly at the time of check in. 2.Mandatory New Year Celebration Charges on 31st Dec to be paid at the hotel directly at the time of check in.,1280 N 4th Street,"['Kumily Thekkady Road', 'Murikkady']",San Jose,CA,US,37.4,-121.9,Hotel,3,4.7,"('ATM / Banking', 'Baggage Room', 'Banquet Facilities', 'Business Center', 'Conference Facility', 'Currency Exchange', 'Doctor on Call', 'Dry Cleaning', 'Express Laundry', 'Extra Person / Child - Share the same room', 'Family Room', 'Free Local Calls', 'Front Desk', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lift / Elevator', 'Lobby', 'Local Tour / Travel Desk', 'Locker Facility', 'Major Credit Cards Accepted', 'Medical Assistance Available', 'Multi Cuisine Restaurant', 'Parking Facility', 'Party hall', 'Pick Up and Drop (Rly Station, Bus Stand, Temple)', 'Power Backup', 'Secretarial Services', 'Smoking Area', 'Taxi Services', 'Wake-up Call / Service', 'Water Dispenser Available', 'Wedding Services Facility', 'Welcome Drinks')","('Attached Bathroom', 'Bathroom Amenities', 'Ceiling Fan', 'Desk', 'Hot / Cold Running Water', 'Housekeeping', 'Mirror', 'Newspapers', 'No Smoking Room', 'Television', 'Safe', 'Outdoor Parking', 'Airport Transfer')"
1025,H001026,Americas Best Value Astoria Inn and Suites,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly unmarried couple not allowed, local id not allowed",426 W Ball Rd,"['Golden Temple', 'Golden Temple Area']",Anaheim,CA,US,33.8,-117.9,Hotel,2,4.3,"('Doctor on Call', 'Front Desk', 'Internet Access - Surcharge', 'Laundry Service Available', 'Local Tour / Travel Desk', 'Parking Facility')","('Air Conditioning', 'Alarm Clock', 'Bathroom Amenities', 'Mirror', 'Telephone', 'Television')"
1026,H001027,Silver Sands Beach Resort,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly All guest are requested to provide a valid photo identity proof (per family). As per DSDA Circular all guests are to pay Rs. 10/- (Rupees Ten Only) - Development Fee at the time of Check In. (This is mandatory) Hotel doesnt accept single occupancy check in. In case if anyone makes reservation of single occupancy it wont be confirmed and treated as rejected. Goibibo wont be responsible for the same. Once you make the reservation it will be cancelled and refunded to you. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,301 Ocean Dr,['New Digha'],Key Biscayne,FL,US,25.7,-80.2,Hotel,2,4.3,"('Currency Exchange', 'Disabled Friendly Facilities ', 'Doctor on Call', 'Dry Cleaning', 'Front Desk', 'Gardens', 'Internet Access - Surcharge', 'Laundry Service Available', 'Lobby', 'Local Tour / Travel Desk', 'Multi Cuisine Restaurant', 'Parking Facility', 'Power Backup')","('Air Conditioning', 'Bathroom Amenities', 'Ensuite / Private Bathroom', 'Hot / Cold Running Water', 'Newspapers', 'Tea Coffee Kettle / Maker', 'Telephone', 'Television', 'Safe', 'Outdoor Parking', 'Airport Transfer')"
1027,H001028,Sonesta Resort Hilton Head Island,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,130 Shipyard Drive,"['Tourist Reception Centre', 'G.B Pant Children Hospital Srinagar', 'Sher I Kashmir Stadium', 'Shri Pratap Singh Museum', 'Jamia Masjid', 'Kashmir Golf Club', 'Dastgir Sahib', 'Gandhi Memorial College', 'Central University of Kashmir', 'Shankaracharya Temple', 'Zero Bridge']",Hilton Head Island,SC,US,32.2,-80.7,Hotel,0,5.0,"('Doctor on Call', 'Front Desk', 'Internet Access - Surcharge', 'Laundry Service Available', 'Local Tour / Travel Desk', 'Parking Facility', 'Power Backup')","('Alarm Clock', 'Attached Bathroom', 'Bathroom Amenities', 'Hot / Cold Running Water', 'Tea Coffee Kettle / Maker', 'Television')"
